User ::= TimWong
Period ::= Day
App ::= <App0,MGGHAVB,v78-39.19_96,"wgSDRSofzfdf018Akib2gIlEiHvPG2ULqSGGz6ga","Video">
Relation ::= <App119,App9>
Relation ::= <App144,App58>
Relation ::= <App87,App27>
Relation ::= <App14,App33>
Relation ::= <App140,App24>
Relation ::= <App111,App87>
Relation ::= <App94,App88>
Relation ::= <App27,App131>
Relation ::= <App79,App82>
Relation ::= <App113,App3>
Relation ::= <App10,App66>
Relation ::= <App10,App139>
Relation ::= <App129,App54>
Relation ::= <App20,App80>
Relation ::= <App140,App83>
Relation ::= <App118,App124>
Relation ::= <App47,App114>
Relation ::= <App132,App87>
Relation ::= <App23,App7>
Relation ::= <App49,App93>
Relation ::= <App118,App53>
Relation ::= <App12,App136>
Relation ::= <App48,App30>
Relation ::= <App113,App41>
Relation ::= <App130,App78>
Relation ::= <App70,App135>
Relation ::= <App108,App90>
Relation ::= <App90,App13>
Relation ::= <App41,App73>
Relation ::= <App127,App55>
Relation ::= <App79,App135>
Relation ::= <App97,App7>
Relation ::= <App127,App148>
Relation ::= <App148,App54>
Relation ::= <App7,App103>
Relation ::= <App38,App33>
Relation ::= <App55,App115>
Relation ::= <App49,App4>
Relation ::= <App17,App8>
Relation ::= <App45,App134>
Relation ::= <App97,App68>
Relation ::= <App52,App26>
Relation ::= <App12,App19>
Relation ::= <App111,App106>
Relation ::= <App59,App36>
Relation ::= <App6,App3>
Relation ::= <App58,App104>
Relation ::= <App87,App40>
Relation ::= <App146,App139>
Relation ::= <App82,App69>
Relation ::= <App66,App0>
Relation ::= <App6,App5>
Relation ::= <App128,App24>
Relation ::= <App12,App27>
Relation ::= <App77,App69>
Relation ::= <App120,App139>
Relation ::= <App115,App98>
Relation ::= <App29,App61>
Relation ::= <App14,App10>
Relation ::= <App32,App107>
Relation ::= <App28,App96>
Relation ::= <App78,App44>
Relation ::= <App135,App111>
Relation ::= <App52,App30>
Relation ::= <App110,App137>
Relation ::= <App131,App4>
Relation ::= <App129,App42>
Relation ::= <App139,App142>
Relation ::= <App34,App22>
Relation ::= <App27,App50>
Relation ::= <App122,App139>
Relation ::= <App64,App122>
Relation ::= <App55,App102>
Relation ::= <App130,App97>
Relation ::= <App62,App34>
Relation ::= <App33,App118>
Relation ::= <App30,App37>
Relation ::= <App37,App53>
Relation ::= <App90,App98>
Relation ::= <App130,App138>
Relation ::= <App124,App28>
Relation ::= <App40,App69>
Relation ::= <App136,App103>
Relation ::= <App35,App2>
Relation ::= <App34,App37>
Relation ::= <App104,App83>
Relation ::= <App100,App135>
Relation ::= <App20,App134>
Relation ::= <App140,App4>
Relation ::= <App92,App124>
Relation ::= <App25,App64>
Relation ::= <App49,App23>
Relation ::= <App117,App92>
Relation ::= <App69,App14>
Relation ::= <App51,App128>
Relation ::= <App38,App20>
Relation ::= <App139,App125>
Relation ::= <App69,App145>
Relation ::= <App50,App65>
Relation ::= <App70,App42>
Relation ::= <App131,App23>
Relation ::= <App149,App34>
Relation ::= <App23,App58>
Relation ::= <App17,App128>
Relation ::= <App131,App95>
Relation ::= <App51,App81>
Relation ::= <App143,App29>
Relation ::= <App77,App44>
Relation ::= <App68,App135>
Relation ::= <App29,App3>
Relation ::= <App116,App117>
Relation ::= <App19,App7>
Relation ::= <App90,App106>
Relation ::= <App12,App63>
Relation ::= <App126,App141>
Relation ::= <App66,App7>
Relation ::= <App128,App90>
Relation ::= <App98,App84>
Relation ::= <App74,App108>
Relation ::= <App61,App128>
Relation ::= <App36,App83>
Relation ::= <App135,App67>
Relation ::= <App139,App18>
Relation ::= <App75,App147>
Relation ::= <App121,App35>
Relation ::= <App81,App5>
Relation ::= <App137,App120>
Relation ::= <App67,App103>
Relation ::= <App94,App52>
Relation ::= <App7,App48>
Relation ::= <App30,App135>
Relation ::= <App119,App53>
Relation ::= <App148,App94>
Relation ::= <App5,App95>
Relation ::= <App121,App98>
Relation ::= <App123,App138>
Relation ::= <App63,App19>
Relation ::= <App126,App24>
Relation ::= <App94,App69>
Relation ::= <App77,App46>
Relation ::= <App138,App78>
Relation ::= <App79,App67>
Relation ::= <App56,App16>
Relation ::= <App127,App86>
Relation ::= <App41,App134>
Relation ::= <App132,App25>
Relation ::= <App126,App86>
Relation ::= <App37,App63>
Relation ::= <App41,App51>
Relation ::= <App20,App106>
Relation ::= <App105,App92>
Relation ::= <App23,App62>
Relation ::= <App82,App143>
Relation ::= <App86,App7>
Relation ::= <App94,App129>
Relation ::= <App67,App116>
Relation ::= <App111,App1>
Relation ::= <App124,App37>
Relation ::= <App108,App15>
Relation ::= <App57,App109>
Relation ::= <App55,App19>
Relation ::= <App121,App3>
Relation ::= <App66,App111>
Relation ::= <App73,App20>
Relation ::= <App64,App58>
Relation ::= <App122,App141>
Relation ::= <App68,App75>
Relation ::= <App32,App75>
Relation ::= <App74,App21>
Relation ::= <App14,App79>
Relation ::= <App142,App117>
Relation ::= <App43,App58>
Relation ::= <App134,App96>
Relation ::= <App61,App19>
Relation ::= <App1,App51>
Relation ::= <App84,App138>
Relation ::= <App91,App69>
Relation ::= <App59,App99>
Relation ::= <App52,App117>
Relation ::= <App64,App116>
Relation ::= <App79,App15>
Relation ::= <App67,App62>
Relation ::= <App27,App109>
Relation ::= <App13,App51>
Relation ::= <App123,App117>
Relation ::= <App91,App14>
Relation ::= <App5,App44>
Relation ::= <App70,App76>
Relation ::= <App147,App72>
Relation ::= <App37,App13>
Relation ::= <App87,App43>
Relation ::= <App99,App29>
Relation ::= <App19,App139>
Relation ::= <App133,App98>
Relation ::= <App67,App24>
Relation ::= <App84,App35>
Relation ::= <App32,App41>
Relation ::= <App60,App97>
Relation ::= <App96,App128>
Relation ::= <App62,App86>
Relation ::= <App126,App41>
Relation ::= <App123,App126>
Relation ::= <App33,App86>
Relation ::= <App87,App78>
Relation ::= <App46,App83>
Relation ::= <App74,App122>
Relation ::= <App116,App61>
Relation ::= <App69,App6>
Relation ::= <App56,App67>
Relation ::= <App9,App129>
Relation ::= <App26,App12>
Relation ::= <App14,App137>
Relation ::= <App68,App12>
Relation ::= <App63,App148>
